egoid,SelfEsteem_1_8,SelfEsteem_2_8,SelfEsteem_3_8,SelfEsteem_4_8,SelfEsteem_5_8,SelfEsteem_6_8,SelfEsteem_7_8,SelfEsteem_8_8,SelfEsteem_9_8,SelfEsteem_10_8,SelfEsteem_8,lonely_1_8,lonely_2_8,lonely_3_8,lonely_4_8,lonely_5_8,lonely_6_8,lonely_7_8,lonely_8_8,lonely_9_8,lonely_10_8,lonely_11_8,lonely_12_8,lonely_13_8,lonely_14_8,lonely_15_8,selsa_rom_8,selsa_fam_8,selsa_soc_8,Trust_1_8,Trust_2_8,Trust_3_8,Trust_4_8,Trust_5_8,Trust_6_8,Trust_8,SelfReg_1_8,SelfReg_3_8,SelfReg_4_8,SelfReg_5_8,SelfReg_6_8,SelfReg_7_8,SelfReg_8_8,SelfReg_9_8,SelfReg_10_8,SelfReg_11_8,SelfReg_12_8,SelfReg_13_8,selfreg_scale_8
22897,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,41.0,Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,-0.48103845,0.33838648,0.16247918,Agree,Neither Agree or Disagree,Disagree,Agree,Neither Agree or Disagree,Agree,3.6666667,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,2.4166667
89652,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,38.0,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,1.1725008,3.4895034,-1.4900633,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,4.3333335,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,2.75
28724,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
92895,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
69831,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
59178,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
50072,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,35.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,0.74638778,-0.6681096,-0.55344766,Agree,Agree,Neither Agree or Disagree,Agree,Disagree,Agree,3.5,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,1.75
44927,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,35.0,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-0.92501533,0.34008655,0.18394817,Agree,Disagree,Disagree,Agree,Neither Agree or Disagree,Agree,3.8333333,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,2.0833333
71894,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
76790,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
66676,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,33.0,Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.99474788,-0.8570497,0.076219819,Agree,Agree,Disagree,Agree,Neither Agree or Disagree,Agree,3.5,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.9166667
95930,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,38.0,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-0.94602656,-0.40168375,-0.51229876,Agree,Neither Agree or Disagree,Disagree,Agree,Neither Agree or Disagree,Agree,3.6666667,,,,,,,,,,,,,2.3222548037634407
70962,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,-0.8057434,0.27784455,-0.63160551,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,2.9166667
12738,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
27111,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
30453,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,30.0,Disagree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,0.21105237,3.0400217,3.3563054,Disagree,Agree,Agree,Disagree,Agree,Neither Agree or Disagree,2.1666667,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0
80177,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,48.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Disagree,Disagree,Neither Agree or Disagree,Strongly Disagree,Agree,3.3333333,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,2.75
18677,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
66047,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
58682,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,33.0,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0.67500055,-1.1395909,1.1851283,Agree,Agree,Disagree,Agree,Neither Agree or Disagree,Agree,3.5,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,2.5833333
79834,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,40.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,0.70278549,3.0266063,3.2210815,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,2.0,Strongly Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,2.0
93471,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
19538,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
38052,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,45.0,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,0.99949384,-0.12827776,-0.97908044,Agree,Strongly disagree,Strongly disagree,Strongly Disagree,Agree,Agree,4.1666665,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.3333334
33133,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
40021,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
27141,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
93858,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
47810,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
58196,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
42773,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
76663,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
48224,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,30.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.2560796,-0.75263816,-0.088024147,Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,2.6666667,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.75
30137,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
68318,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,43.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,Agree,3.3333333,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.1666667
62246,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,39.0,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Somewhat Agree,1.112384,1.1657778,0.35165778,Agree,Agree,Neither Agree or Disagree,Agree,Agree,Agree,3.1666667,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,2.8333333
61028,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
55424,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
17581,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
23576,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
17522,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,49.0,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.2295761,-0.43505436,-0.48114446,Agree,Neither Agree or Disagree,Disagree,Agree,Disagree,Agree,3.8333333,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,1.75
97833,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
93485,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
62617,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,47.0,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,-1.0963734,-1.2143973,1.6060289,Agree,Neither Agree or Disagree,Strongly disagree,Agree,Agree,Strongly Disagree,3.8333333,Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Disagree,Agree,2.25
42137,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
37305,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
48013,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,33.0,Somewhat Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Agree,-0.53355515,1.1558841,-0.41646123,Agree,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,3.0,Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,2.4166667
44447,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
14571,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,46.0,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,0.56144333,1.1057274,-0.16175751,Strongly disagree,Strongly Disagree,Strongly Disagree,Strongly disagree,Strongly Disagree,Strongly disagree,1.0,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.4166667
69057,Agree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,30.0,Strongly Disagree,Strongly Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,1.1463692,-0.49314725,2.0589907,Disagree,Agree,Strongly Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,2.1666667,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,3.3333333
66629,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
83542,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,45.0,Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.46453875,-0.76434648,-0.23634963,Neither Agree or Disagree,Agree,Disagree,Neither Agree or Disagree,Agree,Agree,3.0,Agree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,3.3333333
18222,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
39738,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
26858,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,31.0,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.2253355,-0.36174837,-0.74906343,Disagree,Agree,Neither Agree or Disagree,Disagree,Strongly Disagree,Neither Agree or Disagree,2.1666667,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,1.8333334
93504,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,35.0,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-0.85160512,0.34077072,0.17657819,Agree,Agree,Agree,Agree,Agree,Agree,3.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,2.6666667
64232,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,39.0,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Agree,Agree,0.78640717,-0.43549725,0.19440168,Agree,Neither Agree or Disagree,Disagree,Agree,Agree,Agree,3.5,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,2.0833333
37404,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,39.0,Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,-0.88456869,0.51861984,1.1584728,Disagree,Agree,Neither Agree or Disagree,Disagree,Agree,Disagree,2.1666667,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,2.0833333
25961,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
87330,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
92028,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
82248,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.0,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.2607459,-0.62968022,-0.78971183,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,2.25
28824,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
11482,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
69936,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
37001,,,,,,,,,,,38.95161290322581,,,,,,,,,,,,,,,,-0.0072043399462365,0.0028521389569892,-0.0163818735503225,,,,,,,3.253119425668449,,,,,,,,,,,,,2.3222548037634407
70492,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,28.0,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,0.20057853,-0.91375405,0.39241496,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,3.1666667,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.25
95543,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,44.0,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.2387333,-0.79626602,-0.22847882,Agree,Agree,Disagree,Agree,Neither Agree or Disagree,Agree,3.5,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,2.5833333
